Rank;Track;Artist;Streams;Date
136;Don't Call Me Up;by Mabel;43624;8/9/19
137;Te esperaré toda la vida;by Dani Fernández;43316;8/9/19
138;Lo siento;by Beret;43032;8/9/19
139;How Do You Sleep?;by Sam Smith;42953;8/9/19
140;Besos En Guerra;by Morat, Juanes;42776;8/9/19
141;Princesas;by Pereza;42577;8/9/19
142;Cristina;by Sebastian Yatra;42561;8/9/19
143;Brasilera;by Dvicio;41899;8/9/19
144;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;41859;8/9/19
145;Ya No Quiero Ná;by Lola Indigo;41813;8/9/19
146;Como Tu;by Bandaga;41436;8/9/19
147;Bohemian Rhapsody - Remastered 2011;by Queen;41344;8/9/19
148;La Libertad;by Alvaro Soler;40828;8/9/19
149;Ganas Sobran;by Bryant Myers, Miky Woodz, Justin Quiles;39780;8/9/19
150;MIA (feat. Drake);by Bad Bunny;39415;8/9/19
151;A Partir De Hoy;by David Bisbal, Sebastian Yatra;39394;8/9/19
152;Piece Of Your Heart;by MEDUZA, Goodboys;39227;8/9/19
153;Small Talk;by Katy Perry;39211;8/9/19
154;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);by DJ Snake;39120;8/9/19
155;Llégale;by Lunay, Zion & Lennox;38986;8/9/19
156;Desconocidos;by Mau y Ricky, Manuel Turizo, Camilo;38854;8/9/19
157;Usted;by Juan Magán, Mala Rodríguez;38831;8/9/19
158;Cuando zarpa el amor (feat. Juan Magán);by Camela;38791;8/9/19
159;Destino;by Greeicy, Nacho;38649;8/9/19
160;Como Camarón;by Estopa;38494;8/9/19
161;Adictiva;by Daddy Yankee, Anuel AA;38287;8/9/19
162;Sirenas;by Taburete;38065;8/9/19
163;Goodbyes (Feat. Young Thug);by Post Malone;37999;8/9/19
164;R.I.P. (feat. Rita Ora & Anitta);by Sofía Reyes;37718;8/9/19
165;TELÉFONO;by Aitana;37624;8/9/19
166;Bandolera;by Bryant Myers, Alex Rose;37486;8/9/19
167;Soldi;by Mahmood;37485;8/9/19
168;7 rings;by Ariana Grande;37473;8/9/19
169;Mejor No Nos Vemos;by Rels B;37239;8/9/19
170;Booty;by C. Tangana, Becky G;37212;8/9/19
171;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;37099;8/9/19
172;Disparos;by Dani Fernández;36946;8/9/19
173;La Plata (feat. Lalo Ebratt);by Juanes;36945;8/9/19
174;La Boca;by Mau y Ricky, Camilo;36579;8/9/19
175;Hasta Abajo;by Kevin Roldan, Bryant Myers, Lyanno;36457;8/9/19
176;Te Vi;by Piso 21, Micro TDH;36192;8/9/19
177;Esclavo de Tus Besos;by Manuel Turizo, Ozuna;36110;8/9/19
178;No Lo Trates;by Pitbull, Daddy Yankee, Natti Natasha;35721;8/9/19
179;Guantanamera;by Guitarricadelafuente;35536;8/9/19
180;Otra Copa;by Bandaga;35447;8/9/19
181;Say My Name;by David Guetta, Bebe Rexha, J Balvin;35353;8/9/19
182;Me Rehúso;by Danny Ocean;35263;8/9/19
183;Sweet but Psycho;by Ava Max;35018;8/9/19
184;Ta To Gucci (Remix);by Cauty, Brytiago, Darell, Cosculluela, Rafa Pabön, Chencho Corleone;34862;8/9/19
185;Tenamoras;by DELLAFUENTE, Mala Rodríguez;34588;8/9/19
186;Easy;by Jhay Cortez;34537;8/9/19
187;Pa' Llamar Tu Atención (feat. MC Bin Laden);by C. Tangana;34381;8/9/19
188;Vuela;by Bombai;34318;8/9/19
189;Solterita De Oro;by Lérica, Gente De Zona, Leslie Shaw;33999;8/9/19
190;YO LE LLEGO;by J Balvin, Bad Bunny;33945;8/9/19
191;Soltera;by Lunay, Chris Jedi, Gaby Music;33832;8/9/19
192;Never Really Over;by Katy Perry;33795;8/9/19
193;Mi Religión;by Nil Moliner;33680;8/9/19
194;La Cintura;by Alvaro Soler;33648;8/9/19
195;Lalala;by Y2K, bbno$;33602;8/9/19
196;High Hopes;by Panic! At The Disco;33583;8/9/19
197;Ni La Hora;by Ana Guerra, Juan Magán;33527;8/9/19
198;Happier;by Marshmello, Bastille;33467;8/9/19
199;Guayo;by Zion & Lennox, Anuel AA, Haze;33432;8/9/19
200;Déjame Ser;by Manuel Carrasco;32967;8/9/19
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;634598;8/10/19
2;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;398232;8/10/19
3;Callaita;by Bad Bunny, Tainy;334635;8/10/19
4;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;269479;8/10/19
5;Lola Bunny;by Lola Indigo, Don Patricio;268169;8/10/19
6;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;262081;8/10/19
7;LA CANCIÓN;by J Balvin, Bad Bunny;260676;8/10/19
8;Señorita;by Shawn Mendes, Camila Cabello;258125;8/10/19
9;Mirándote;by Rvfv;246231;8/10/19
10;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;245170;8/10/19
11;QUE PRETENDES;by J Balvin, Bad Bunny;242966;8/10/19
12;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;230261;8/10/19
13;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;228983;8/10/19
14;Diavla;by Chris Viz, Young Vene;225221;8/10/19
15;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;206877;8/10/19
16;11:00 PM;by Maluma;190533;8/10/19
17;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;187819;8/10/19
18;Velitas;by Darell, Brytiago;176578;8/10/19
19;Con Altura;by ROSALÍA, J Balvin, El Guincho;170078;8/10/19
20;Bésame;by David Bisbal, Juan Magán;163969;8/10/19
21;Inocente;by Myke Towers;160503;8/10/19
22;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;159450;8/10/19
23;Milionària;by ROSALÍA;158530;8/10/19
24;Te Soñé De Nuevo;by Ozuna;157935;8/10/19
25;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;157709;8/10/19
26;Con Calma;by Daddy Yankee, Snow;156733;8/10/19
27;Hola Señorita;by GIMS, Maluma;153239;8/10/19
28;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;152360;8/10/19
29;Calma - Remix;by Pedro Capó, Farruko;152272;8/10/19
30;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;142191;8/10/19
31;DOLLAR;by Becky G, Myke Towers;141876;8/10/19
32;Contra La Pared;by Sean Paul, J Balvin;139631;8/10/19
33;Cicatrices (feat. Indara);by Sergio Contreras;139032;8/10/19
34;Gan-Ga;by Bryant Myers;137690;8/10/19
35;Te Robaré;by Nicky Jam, Ozuna;134922;8/10/19
36;Santa María (Feat. Busy Signal);by Bad Gyal;131391;8/10/19
37;Ellos;by Ceky Viciny;129748;8/10/19
38;Soldi (feat. Maikel Delacalle);by Mahmood;129551;8/10/19
39;No Te Veo - Remix;by Casper Magico, Anuel AA;126878;8/10/19
40;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;125735;8/10/19
41;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;124808;8/10/19
42;Mi Morena;by Juanfran;124305;8/10/19
43;Tal Vez;by Paulo Londra;123679;8/10/19
44;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;119882;8/10/19
45;Me Quedo;by Aitana, Lola Indigo;118894;8/10/19
46;Enchochado de Ti;by Don Patricio;111596;8/10/19
47;Otro Trago;by Sech, Darell;111306;8/10/19
48;HP;by Maluma;110317;8/10/19
49;Swing;by Danny Ocean;109106;8/10/19
50;I Don't Care (with Justin Bieber);by Ed Sheeran;105670;8/10/19
51;MOJAITA;by J Balvin, Bad Bunny;101382;8/10/19
52;La Playa;by Myke Towers;100426;8/10/19
53;Goteo;by Duki;96960;8/10/19
54;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;94110;8/10/19
55;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;92755;8/10/19
56;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;92436;8/10/19
57;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;89409;8/10/19
58;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;88269;8/10/19
59;Si Se Da;by Myke Towers, Farruko;86125;8/10/19
60;Atrévete;by Nicky Jam, Sech;85877;8/10/19
61;Si Supieras;by Daddy Yankee, Wisin & Yandel;85160;8/10/19
62;De Tranquilote;by Danny Romero, Lérica;84589;8/10/19
63;Presiento;by Morat, Aitana;83714;8/10/19
64;Hookah;by Bad Gyal;81017;8/10/19
65;Cambio;by Ozuna, Anuel AA;78806;8/10/19
66;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;78782;8/10/19
67;Bellacoso;by Residente, Bad Bunny;78377;8/10/19
68;bad guy;by Billie Eilish;76556;8/10/19
69;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;68962;8/10/19
70;Boomerang;by Sech;66144;8/10/19
71;Amanece;by Anuel AA, Haze;65875;8/10/19
72;La Respuesta;by Becky G, Maluma;65615;8/10/19
73;5 Sentidos;by Dvicio, Taburete;65583;8/10/19
74;Cúrame (feat. Manuel Turizo);by Prince Royce;64364;8/10/19
75;El Efecto;by Rauw Alejandro, Chencho Corleone;64114;8/10/19
76;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;62843;8/10/19
77;Soldadito de Hierro;by Nil Moliner;62627;8/10/19
78;Baila Baila Baila;by Ozuna;62587;8/10/19
79;Adan y Eva;by Paulo Londra;59932;8/10/19
80;Aleluya;by Reik, Manuel Turizo;59672;8/10/19
81;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;59042;8/10/19
82;A Escondidas;by $kyhook, Morad;58901;8/10/19
83;Secreto;by Anuel AA, KAROL G;57905;8/10/19
84;Un Año;by Sebastian Yatra, Reik;56698;8/10/19
85;Ocean;by KAROL G;56404;8/10/19
86;Aute Cuture;by ROSALÍA;56349;8/10/19
87;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;56140;8/10/19
88;Nada Sale Mal;by Aitana;56078;8/10/19
89;Qué Bonito Es Querer;by Manuel Carrasco;55820;8/10/19
90;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;55076;8/10/19
91;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;54418;8/10/19
92;Maldición;by Lola Indigo, Lalo Ebratt;54413;8/10/19
93;Muito Calor;by Ozuna, Anitta;54398;8/10/19
94;Kemba Walker;by Eladio Carrion, Bad Bunny;53988;8/10/19
95;Latina (feat. Maluma);by Reykon;53963;8/10/19
96;Aullando;by Wisin & Yandel, Romeo Santos;53443;8/10/19
97;Amor Genuino;by Ozuna;53257;8/10/19
98;Me llama;by Beret;53117;8/10/19
99;Una Vida Para Recordar;by Piso 21, Myke Towers;52903;8/10/19
100;Punto G;by KAROL G;52673;8/10/19
101;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;50030;8/10/19
102;Celébrate;by Miki Núñez;49323;8/10/19
103;En Cero;by Yandel, Sebastian Yatra, Manuel Turizo;48921;8/10/19
104;nana triste;by Natalia Lacunza, Guitarricadelafuente;48591;8/10/19
105;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;47607;8/10/19
106;MALAMENTE - Cap.1: Augurio;by ROSALÍA;47551;8/10/19
107;Sucker;by Jonas Brothers;47361;8/10/19
108;Con La Miel En Los Labios;by Aitana;46430;8/10/19
109;Mona Lisa;by Nacho, Nicky Jam;46295;8/10/19
110;Mujer Bruja;by Lola Indigo, Mala Rodríguez;45925;8/10/19
111;Shallow;by Lady Gaga, Bradley Cooper;45885;8/10/19
112;Someone You Loved;by Lewis Capaldi;45845;8/10/19
113;Autoestima (Feat. Lola Indigo, Alizzz) - Remix;by Cupido;45398;8/10/19
114;Pa ti pa mí na má;by Demarco Flamenco;44506;8/10/19
115;CANGURO;by WOS;44295;8/10/19
116;Por Eso Vine;by Paulo Londra;43843;8/10/19
117;Piece Of Your Heart;by MEDUZA, Goodboys;43649;8/10/19
118;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;43467;8/10/19
119;Sin Pijama;by Becky G, Natti Natasha;43139;8/10/19
120;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;42947;8/10/19
121;Otra Vez;by Justin Quiles;42148;8/10/19
122;Vas A Quedarte;by Aitana;42139;8/10/19
123;Te echo de menos;by Beret;41595;8/10/19
124;Vaina Loca;by Ozuna, Manuel Turizo;41535;8/10/19
125;Beautiful People (feat. Khalid);by Ed Sheeran;41258;8/10/19
126;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;40396;8/10/19
127;Como Tu;by Bandaga;40292;8/10/19
128;boyfriend (with Social House);by Ariana Grande;40036;8/10/19
129;Imposible;by Luis Fonsi, Ozuna;39916;8/10/19
130;Te Olvidaré;by MYA, Pedro Capó;39888;8/10/19
131;Ransom;by Lil Tecca;39663;8/10/19
132;Fuego;by Estopa;39574;8/10/19
133;Don't Call Me Up;by Mabel;39497;8/10/19
134;Cuando Nadie Ve;by Morat;39363;8/10/19
135;Lo siento;by Beret;39274;8/10/19
136;Cristina;by Sebastian Yatra;39116;8/10/19
137;Soldadito marinero;by Fito y Fitipaldis;39083;8/10/19
138;La Libertad;by Alvaro Soler;38771;8/10/19
139;Bohemian Rhapsody - Remastered 2011;by Queen;38556;8/10/19
140;Cuando zarpa el amor (feat. Juan Magán);by Camela;38396;8/10/19
141;Ganas Sobran;by Bryant Myers, Miky Woodz, Justin Quiles;37463;8/10/19
142;Te esperaré toda la vida;by Dani Fernández;37313;8/10/19
143;No Te Preocupes por Mi;by Leiva;36870;8/10/19
144;Solterita De Oro;by Lérica, Gente De Zona, Leslie Shaw;36723;8/10/19
145;Princesas;by Pereza;36717;8/10/19
146;Adictiva;by Daddy Yankee, Anuel AA;36565;8/10/19
147;No Lo Trates;by Pitbull, Daddy Yankee, Natti Natasha;36179;8/10/19
148;Ya No Quiero Ná;by Lola Indigo;36103;8/10/19
149;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;35905;8/10/19
150;La Plata (feat. Lalo Ebratt);by Juanes;35652;8/10/19
151;MIA (feat. Drake);by Bad Bunny;35582;8/10/19
152;Destino;by Greeicy, Nacho;35402;8/10/19
153;Desconocidos;by Mau y Ricky, Manuel Turizo, Camilo;35219;8/10/19
154;Booty;by C. Tangana, Becky G;35135;8/10/19
155;Besos En Guerra;by Morat, Juanes;35131;8/10/19
156;Bandolera;by Bryant Myers, Alex Rose;35100;8/10/19
157;Como Camarón;by Estopa;35048;8/10/19
158;Tutu;by Camilo, Pedro Capó;34654;8/10/19
159;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);by DJ Snake;34578;8/10/19
160;Perdón;by David Bisbal, Greeicy;34152;8/10/19
161;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;34087;8/10/19
162;Te Vi;by Piso 21, Micro TDH;33923;8/10/19
163;How Do You Sleep?;by Sam Smith;33917;8/10/19
164;7 rings;by Ariana Grande;33899;8/10/19
165;Tenamoras;by DELLAFUENTE, Mala Rodríguez;33729;8/10/19
166;Sirenas;by Taburete;33469;8/10/19
167;Easy;by Jhay Cortez;33456;8/10/19
168;Mejor No Nos Vemos;by Rels B;33299;8/10/19
169;Usted;by Juan Magán, Mala Rodríguez;33298;8/10/19
170;Soldi;by Mahmood;33286;8/10/19
171;Otra Copa;by Bandaga;33263;8/10/19
172;Disparos;by Dani Fernández;33098;8/10/19
173;La Boca;by Mau y Ricky, Camilo;33004;8/10/19
174;Esclavo de Tus Besos;by Manuel Turizo, Ozuna;32921;8/10/19
175;Hasta Abajo;by Kevin Roldan, Bryant Myers, Lyanno;32910;8/10/19
176;Ta To Gucci (Remix);by Cauty, Brytiago, Darell, Cosculluela, Rafa Pabön, Chencho Corleone;32853;8/10/19
177;Brasilera;by Dvicio;32852;8/10/19
178;Goodbyes (Feat. Young Thug);by Post Malone;32844;8/10/19
179;Pa' Llamar Tu Atención (feat. MC Bin Laden);by C. Tangana;32750;8/10/19
180;Me Rehúso;by Danny Ocean;32607;8/10/19
181;Llégale;by Lunay, Zion & Lennox;32555;8/10/19
182;Que Me Baile;by ChocQuibTown, Becky G;32136;8/10/19
183;Guayo;by Zion & Lennox, Anuel AA, Haze;32124;8/10/19
184;TELÉFONO;by Aitana;31957;8/10/19
185;Lalala;by Y2K, bbno$;31949;8/10/19
186;Soltera;by Lunay, Chris Jedi, Gaby Music;31814;8/10/19
187;Rebota;by Guaynaa;31790;8/10/19
188;R.I.P. (feat. Rita Ora & Anitta);by Sofía Reyes;31632;8/10/19
189;A Partir De Hoy;by David Bisbal, Sebastian Yatra;31591;8/10/19
190;Vuela;by Bombai;31590;8/10/19
191;Say My Name;by David Guetta, Bebe Rexha, J Balvin;31347;8/10/19
192;YO LE LLEGO;by J Balvin, Bad Bunny;31240;8/10/19
193;DJ No Pare;by Justin Quiles;30492;8/10/19
194;Te Boté - Remix;by Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam;30303;8/10/19
195;La Romana;by Bad Bunny, El Alfa;30133;8/10/19
196;Guantanamera;by Guitarricadelafuente;30119;8/10/19
197;Como el Agua;by Omar Montes;30098;8/10/19
198;Stay (Don't Go Away) [feat. Raye];by David Guetta;29746;8/10/19
199;Mi Religión;by Nil Moliner;29715;8/10/19
200;Tan Buena;by Gente De Zona, Mau y Ricky;29670;8/10/19
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;524706;8/11/19
2;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;326325;8/11/19
3;Callaita;by Bad Bunny, Tainy;278758;8/11/19
4;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;222780;8/11/19
5;LA CANCIÓN;by J Balvin, Bad Bunny;222004;8/11/19
6;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;220003;8/11/19
7;Lola Bunny;by Lola Indigo, Don Patricio;219308;8/11/19
8;Señorita;by Shawn Mendes, Camila Cabello;219232;8/11/19
9;Mirándote;by Rvfv;202719;8/11/19
10;QUE PRETENDES;by J Balvin, Bad Bunny;197715;8/11/19
11;Diavla;by Chris Viz, Young Vene;190934;8/11/19
12;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;190932;8/11/19
13;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;190168;8/11/19
14;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;187728;8/11/19
15;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;181638;8/11/19
16;11:00 PM;by Maluma;156366;8/11/19
17;Velitas;by Darell, Brytiago;155216;8/11/19
18;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;155013;8/11/19
19;Con Altura;by ROSALÍA, J Balvin, El Guincho;145657;8/11/19
20;Milionària;by ROSALÍA;137947;8/11/19
21;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;137097;8/11/19
22;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;132644;8/11/19
23;Inocente;by Myke Towers;131570;8/11/19
24;Bésame;by David Bisbal, Juan Magán;130913;8/11/19
25;Con Calma;by Daddy Yankee, Snow;130342;8/11/19
26;Calma - Remix;by Pedro Capó, Farruko;130333;8/11/19
27;Te Soñé De Nuevo;by Ozuna;129322;8/11/19
28;Gan-Ga;by Bryant Myers;126339;8/11/19
29;DOLLAR;by Becky G, Myke Towers;124846;8/11/19
30;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;122628;8/11/19
31;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;122519;8/11/19
32;Hola Señorita;by GIMS, Maluma;121083;8/11/19
33;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;113217;8/11/19
34;Contra La Pared;by Sean Paul, J Balvin;112101;8/11/19
35;Tal Vez;by Paulo Londra;110994;8/11/19
36;Cicatrices (feat. Indara);by Sergio Contreras;110077;8/11/19
37;Soldi (feat. Maikel Delacalle);by Mahmood;109723;8/11/19
38;Santa María (Feat. Busy Signal);by Bad Gyal;109603;8/11/19
39;Te Robaré;by Nicky Jam, Ozuna;109539;8/11/19
40;Ellos;by Ceky Viciny;107543;8/11/19
41;No Te Veo - Remix;by Casper Magico, Anuel AA;107393;8/11/19
42;Mi Morena;by Juanfran;107180;8/11/19
43;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;106873;8/11/19
44;Me Quedo;by Aitana, Lola Indigo;104299;8/11/19
45;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;103660;8/11/19
46;Swing;by Danny Ocean;98001;8/11/19
47;HP;by Maluma;97099;8/11/19
48;Enchochado de Ti;by Don Patricio;96807;8/11/19
49;Otro Trago;by Sech, Darell;96318;8/11/19
50;I Don't Care (with Justin Bieber);by Ed Sheeran;95821;8/11/19
51;Goteo;by Duki;91377;8/11/19
52;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;87255;8/11/19
53;La Playa;by Myke Towers;85541;8/11/19
54;MOJAITA;by J Balvin, Bad Bunny;84673;8/11/19
55;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;83797;8/11/19
56;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;79945;8/11/19
57;De Tranquilote;by Danny Romero, Lérica;77084;8/11/19
58;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;74638;8/11/19
59;Presiento;by Morat, Aitana;74630;8/11/19
60;Si Se Da;by Myke Towers, Farruko;71666;8/11/19
61;Cambio;by Ozuna, Anuel AA;68806;8/11/19
62;bad guy;by Billie Eilish;68775;8/11/19
63;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;68188;8/11/19
64;Hookah;by Bad Gyal;67960;8/11/19
65;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;67404;8/11/19
66;Atrévete;by Nicky Jam, Sech;66339;8/11/19
67;Bellacoso;by Residente, Bad Bunny;62716;8/11/19
68;Si Supieras;by Daddy Yankee, Wisin & Yandel;62314;8/11/19
69;Amanece;by Anuel AA, Haze;61143;8/11/19
70;Soldadito de Hierro;by Nil Moliner;59577;8/11/19
71;5 Sentidos;by Dvicio, Taburete;58218;8/11/19
72;Boomerang;by Sech;57729;8/11/19
73;Baila Baila Baila;by Ozuna;57537;8/11/19
74;A Escondidas;by $kyhook, Morad;57411;8/11/19
75;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;56829;8/11/19
76;La Respuesta;by Becky G, Maluma;56457;8/11/19
77;El Efecto;by Rauw Alejandro, Chencho Corleone;54055;8/11/19
78;Cúrame (feat. Manuel Turizo);by Prince Royce;52958;8/11/19
79;Adan y Eva;by Paulo Londra;52839;8/11/19
80;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;52214;8/11/19
81;CANGURO;by WOS;51550;8/11/19
82;Maldición;by Lola Indigo, Lalo Ebratt;51384;8/11/19
83;Qué Bonito Es Querer;by Manuel Carrasco;50890;8/11/19
84;Aleluya;by Reik, Manuel Turizo;50643;8/11/19
85;Un Año;by Sebastian Yatra, Reik;50626;8/11/19
86;Secreto;by Anuel AA, KAROL G;50344;8/11/19
87;Ocean;by KAROL G;50248;8/11/19
88;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;50029;8/11/19
89;Punto G;by KAROL G;49952;8/11/19
90;Nada Sale Mal;by Aitana;49608;8/11/19
91;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;49289;8/11/19
92;Me llama;by Beret;48786;8/11/19
93;Kemba Walker;by Eladio Carrion, Bad Bunny;48164;8/11/19
94;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;46671;8/11/19
95;Aute Cuture;by ROSALÍA;46583;8/11/19
96;Amor Genuino;by Ozuna;45661;8/11/19
97;nana triste;by Natalia Lacunza, Guitarricadelafuente;45515;8/11/19
98;Muito Calor;by Ozuna, Anitta;44247;8/11/19
99;Celébrate;by Miki Núñez;44108;8/11/19
100;Con La Miel En Los Labios;by Aitana;43703;8/11/19
101;Shallow;by Lady Gaga, Bradley Cooper;43350;8/11/19
102;Una Vida Para Recordar;by Piso 21, Myke Towers;43174;8/11/19
103;Sucker;by Jonas Brothers;43149;8/11/19
104;Someone You Loved;by Lewis Capaldi;43004;8/11/19
105;Latina (feat. Maluma);by Reykon;42541;8/11/19
106;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;42535;8/11/19
107;Aullando;by Wisin & Yandel, Romeo Santos;42241;8/11/19
108;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;41705;8/11/19
109;MALAMENTE - Cap.1: Augurio;by ROSALÍA;41408;8/11/19
110;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;41039;8/11/19
111;Vas A Quedarte;by Aitana;39968;8/11/19
112;Ransom;by Lil Tecca;39479;8/11/19
113;En Cero;by Yandel, Sebastian Yatra, Manuel Turizo;39337;8/11/19
114;Autoestima (Feat. Lola Indigo, Alizzz) - Remix;by Cupido;39087;8/11/19
115;Mujer Bruja;by Lola Indigo, Mala Rodríguez;38865;8/11/19
116;Por Eso Vine;by Paulo Londra;38431;8/11/19
117;Te echo de menos;by Beret;38146;8/11/19
118;Pa ti pa mí na má;by Demarco Flamenco;37676;8/11/19
119;Soldadito marinero;by Fito y Fitipaldis;37435;8/11/19
120;Beautiful People (feat. Khalid);by Ed Sheeran;37276;8/11/19
121;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;37243;8/11/19
122;Sin Pijama;by Becky G, Natti Natasha;37116;8/11/19
123;Lo siento;by Beret;36797;8/11/19
124;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;36380;8/11/19
125;Cuando Nadie Ve;by Morat;36114;8/11/19
126;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;36106;8/11/19
127;No Te Preocupes por Mi;by Leiva;36029;8/11/19
